MaNhanVien,Tuoi,GioiTinh,TinhTrangHonNhan,DiaDiemLamViec,LoaiHopDong,TrinhDoHocVan,LinhVucDaoTao,PhongBan,ViTriCongViec,CapBacCongViec,TanSuatCongTac,LamThemGio,ThuNhapHangThang_VND,PhanTramTangLuong,KhoangCachNha_Km,HaiLong_CongViec,HaiLong_MoiTruong,CanBangCongViec_CuocSong,MucDoGanKetCongViec,HaiLong_QuanHe,DanhGiaHieuSuat,SoLanDaoTao_Nam,SoCongTyDaLam,TongNamKinhNghiem,SoNamTaiCongTy,SoNam_ViTriHienTai,SoNam_TuLanThangChuc,SoNam_VoiQuanLyHienTai,NghiViec
NV20260999,26,Nam,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Chuyên viên marketing,2,Ít,Không,19400000,8,13,5,3,2,3,5,3,4,1,8,2,2,1,1,Có
NV20261000,31,Nam,Độc thân,TP. Hồ Chí Minh,Thử việc,Đại học,Marketing,Kinh doanh,Nhân viên kinh doanh,3,Ít,Có,22200000,12,2,3,4,3,4,4,2,2,0,13,4,2,1,2,Không
NV20261001,20,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Vận hành,Điều phối viên,1,Thường xuyên,Không,13700000,6,4,1,4,1,5,2,5,5,6,0,0,0,0,0,Có
NV20261002,34,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Kỹ thuật,Marketing,Chuyên viên nội dung,2,Ít,Không,24800000,13,15,3,5,4,4,5,3,1,2,16,2,1,1,1,Không
NV20261003,33,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kinh tế,Kinh doanh,Trưởng nhóm kinh doanh,1,Thường xuyên,Không,14400000,10,20,3,3,3,3,3,3,3,2,1,1,1,0,1,Không
NV20261004,33,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Kỹ thuật,Kinh doanh,Nhân viên kinh doanh,2,Không công tác,Không,20400000,9,17,4,5,5,4,1,4,2,1,8,3,2,1,2,Không
NV20261005,33,Nam,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Nhân sự,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Không,23500000,10,4,1,3,3,5,2,4,1,2,12,4,2,2,1,Không
NV20261006,23,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Tài chính,Tài chính - Kế toán,Chuyên viên tài chính,2,Không công tác,Không,18400000,15,7,5,4,3,2,5,4,1,2,3,2,1,1,1,Không
NV20261007,33,Nam,Đã kết hôn,Hà Nội,Thử việc,Đại học,Công nghệ thông tin,Công nghệ thông tin,Lập trình viên,3,Không công tác,Có,22800000,7,2,4,3,3,5,2,4,4,3,5,5,2,2,3,Không
NV20261008,26,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Khác,Vận hành,Trưởng nhóm vận hành,1,Ít,Có,11000000,10,10,3,3,2,4,3,3,2,1,0,0,0,0,0,Có
NV20261009,26,Nam,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Nhân sự,Marketing,Chuyên viên nội dung,1,Ít,Không,13400000,9,10,2,5,2,2,3,3,4,1,1,1,1,1,0,Có
NV20261010,30,Nữ,Độc thân,Đà Nẵng,Hợp đồng xác định thời hạn,Đại học,Tài chính,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Không,26800000,10,15,5,1,3,5,4,4,5,1,12,4,3,3,1,Không
NV20261011,33,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Công nghệ thông tin,Lập trình viên,3,Ít,Không,26300000,12,8,3,4,4,3,4,4,4,1,15,7,5,2,6,Có
NV20261012,37,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Tài chính - Kế toán,Kế toán viên,2,Thường xuyên,Có,24200000,14,10,3,5,4,5,3,3,4,4,19,2,1,1,1,Không
NV20261013,32,Nam,Độc thân,Bình Dương,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,1,Không công tác,Không,13800000,14,9,4,5,3,3,3,4,3,1,3,1,0,0,1,Không
NV20261014,39,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Tài chính,Nhân sự,Trưởng nhóm nhân sự,3,Ít,Có,31400000,11,1,1,3,3,5,1,3,3,3,21,7,3,2,3,Không
NV20261015,26,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Nhân sự,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Không công tác,Có,14500000,6,6,5,4,3,2,4,3,6,5,2,2,1,0,1,Không
NV20261016,33,Nam,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Lập trình viên,1,Không công tác,Không,16500000,11,4,2,2,2,3,5,3,2,2,9,1,1,1,1,Có
NV20261017,26,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Kinh tế,Marketing,Chuyên viên marketing,2,Ít,Không,14700000,12,10,4,2,4,4,3,2,2,2,3,2,1,1,2,Không
NV20261018,37,Nữ,Độc thân,Đà Nẵng,Hợp đồng xác định thời hạn,Đại học,Tài chính,Kinh doanh,Nhân viên kinh doanh,4,Không công tác,Không,29900000,8,16,3,3,4,3,3,4,2,2,15,9,6,6,6,Không
NV20261019,26,Nam,Ly hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Kỹ thuật,Tài chính - Kế toán,Kế toán viên,1,Ít,Không,12800000,10,7,3,2,3,3,4,3,2,2,0,0,0,0,0,Không
NV20261020,36,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Lập trình viên,2,Không công tác,Có,19400000,13,6,4,4,1,5,2,4,4,3,10,3,1,1,1,Có
NV20261021,37,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Marketing,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,3,Không công tác,Không,19100000,10,20,5,2,3,2,3,2,4,2,8,5,2,3,2,Không
NV20261022,21,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Kinh tế,Công nghệ thông tin,Kỹ sư dữ liệu,1,Thường xuyên,Không,12500000,9,10,5,4,4,3,2,4,2,1,3,1,1,1,0,Không
NV20261023,30,Nam,Độc thân,Bình Dương,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,3,Không công tác,Có,20700000,6,2,3,3,5,4,4,5,1,1,9,5,3,3,2,Không
NV20261024,37,Nam,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Thạc sĩ,Kinh tế,Marketing,Chuyên viên nội dung,2,Ít,Có,26100000,9,6,5,5,3,4,3,3,3,5,19,2,1,0,1,Không
NV20261025,35,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Kinh tế,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Không công tác,Có,23900000,9,7,4,1,5,5,5,1,3,1,10,5,2,1,4,Có
NV20261026,20,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Nhân sự,Kinh doanh,Quản lý kinh doanh,1,Ít,Có,11500000,10,4,2,3,3,4,3,3,2,2,0,0,0,0,0,Không
NV20261027,32,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Kỹ thuật,Nghiên cứu và Phát triển,Trưởng nhóm R&D,1,Không công tác,Không,12000000,14,8,5,4,3,4,4,3,2,2,0,0,0,0,0,Không
NV20261028,39,Nữ,Đã kết hôn,Đà Nẵng,Thử việc,Cao đẳng,Kinh tế,Công nghệ thông tin,Kỹ sư dữ liệu,3,Ít,Không,25300000,12,10,3,3,5,4,5,4,3,0,17,5,4,3,4,Không
NV20261029,35,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Tài chính,Tài chính - Kế toán,Kế toán viên,4,Ít,Có,30300000,10,4,4,4,4,3,5,3,3,4,17,12,8,6,5,Không
NV20261030,20,Nữ,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Cao đẳng,Kinh tế,Công nghệ thông tin,Kỹ sư kiểm thử,1,Không công tác,Không,13000000,11,27,3,3,3,4,5,3,4,1,0,0,0,0,0,Có
NV20261031,26,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,1,Không công tác,Không,11400000,9,22,5,4,3,2,3,4,4,1,0,0,0,0,0,Không
NV20261032,23,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,THPT,Nhân sự,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Ít,Có,19200000,6,3,3,3,2,3,4,3,3,3,5,3,1,2,1,Có
NV20261033,26,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Khác,Vận hành,Trưởng nhóm vận hành,1,Thường xuyên,Không,12100000,14,5,5,3,3,4,3,3,2,1,2,1,0,0,0,Không
NV20261034,38,Nữ,Độc thân,Hải Phòng,Hợp đồng xác định thời hạn,Đại học,Khác,Kinh doanh,Nhân viên kinh doanh,3,Không công tác,Có,31400000,8,2,4,5,1,2,3,2,6,2,20,5,4,4,4,Không
NV20261035,39,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Kỹ sư R&D,2,Ít,Không,23900000,15,10,4,1,3,3,2,4,3,0,18,2,1,1,1,Không
NV20261036,31,Nữ,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Chuyên viên marketing,2,Ít,Không,19100000,5,10,4,3,2,5,3,3,2,4,9,3,1,2,1,Có
NV20261037,31,Nam,Đã kết hôn,Cần Thơ,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Kinh doanh,Quản lý kinh doanh,3,Ít,Không,23300000,5,8,5,1,2,2,4,4,3,1,6,6,4,5,4,Có
NV20261038,29,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Kỹ thuật,Kinh doanh,Trưởng nhóm kinh doanh,3,Không công tác,Không,21600000,12,7,3,4,3,4,4,2,3,2,4,4,2,1,2,Không
NV20261039,34,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Lập trình viên,2,Ít,Không,22600000,11,5,3,5,4,4,2,5,4,1,13,2,2,2,1,Không
NV20261040,38,Nam,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Tài chính,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Không công tác,Không,25300000,13,5,2,5,4,2,4,3,4,3,15,5,2,4,4,Không
NV20261041,34,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Kỹ thuật,Kinh doanh,Quản lý kinh doanh,1,Thường xuyên,Không,17500000,5,15,3,2,3,3,4,2,2,2,12,1,1,0,0,Không
NV20261042,32,Nữ,Độc thân,Bình Dương,Toàn thời gian,Thạc sĩ,Khác,Vận hành,Điều phối viên,2,Không công tác,Không,20500000,10,17,5,4,3,3,2,5,3,1,10,2,1,1,1,Không
NV20261043,27,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Nhân sự,Chuyên viên tuyển dụng,1,Không công tác,Không,14300000,9,14,4,5,1,1,3,5,5,1,6,1,1,1,0,Không
NV20261044,47,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Marketing,Công nghệ thông tin,Lập trình viên,3,Ít,Có,29900000,10,5,1,2,2,4,5,5,4,1,26,5,2,3,2,Không
NV20261045,26,Nữ,Độc thân,Hải Phòng,Toàn thời gian,THPT,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,1,Ít,Không,14400000,11,8,5,3,3,3,3,4,4,2,1,1,1,1,1,Không
NV20261046,33,Nam,Độc thân,TP. Hồ Chí Minh,Thử việc,Đại học,Kinh tế,Nghiên cứu và Phát triển,Trưởng nhóm R&D,4,Ít,Không,30500000,11,5,3,4,2,2,4,3,3,1,15,9,5,4,8,Không
NV20261047,25,Nam,Đã kết hôn,Đà Nẵng,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Nhân sự,Chuyên viên tuyển dụng,1,Không công tác,Không,11600000,16,8,2,3,3,4,2,4,4,1,0,0,0,0,0,Có
NV20261048,38,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Chuyên viên marketing,2,Ít,Có,19900000,15,5,1,4,2,3,3,5,3,2,10,2,1,1,2,Có
NV20261049,28,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Tài chính,Công nghệ thông tin,Kỹ sư kiểm thử,2,Ít,Có,16000000,12,14,3,2,4,2,3,4,4,1,2,2,1,1,1,Không
NV20261050,39,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,5,Không công tác,Không,36200000,9,8,5,3,2,2,3,5,3,2,21,14,7,5,9,Không
NV20261051,21,Nữ,Độc thân,Hà Nội,Thử việc,Đại học,Kỹ thuật,Kinh doanh,Nhân viên kinh doanh,1,Không công tác,Không,13000000,6,6,3,1,4,1,4,4,4,0,0,0,0,0,0,Không
NV20261052,25,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Trưởng nhóm kỹ thuật,2,Không công tác,Có,17500000,7,7,3,1,2,1,4,2,5,2,3,3,2,1,2,Có
NV20261053,26,Nam,Độc thân,Đà Nẵng,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Vận hành,Nhân viên vận hành,3,Ít,Có,23300000,10,11,1,4,3,4,3,4,3,1,7,6,3,2,3,Có
NV20261054,32,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Khác,Kinh doanh,Quản lý kinh doanh,3,Không công tác,Không,27500000,11,5,2,5,4,3,3,3,3,1,14,5,3,4,2,Không
NV20261055,29,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Không công tác,Không,16400000,12,15,4,3,4,2,2,3,3,2,8,1,1,1,1,Không
NV20261056,41,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,4,Không công tác,Có,36500000,8,1,2,5,5,4,3,4,2,3,23,12,10,7,4,Không
NV20261057,41,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Nhân sự,Vận hành,Điều phối viên,2,Ít,Không,25400000,10,14,3,3,3,4,4,3,4,1,19,2,1,1,1,Không
NV20261058,35,Nữ,Ly hôn,Hải Phòng,Hợp đồng xác định thời hạn,Cao đẳng,Nhân sự,Nhân sự,Chuyên viên nhân sự,3,Không công tác,Không,25800000,7,9,2,3,3,2,3,2,4,0,10,5,2,3,4,Không
NV20261059,30,Nam,Đã kết hôn,Đà Nẵng,Hợp đồng xác định thời hạn,Cao đẳng,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,3,Không công tác,Không,19700000,10,2,4,3,5,4,3,4,4,1,5,5,4,3,3,Không
NV20261060,25,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Thạc sĩ,Khác,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,3,Ít,Không,19800000,4,3,4,4,3,3,3,3,2,2,4,4,2,1,2,Không
NV20261061,29,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,Cao đẳng,Khác,Vận hành,Trưởng nhóm vận hành,2,Không công tác,Không,20100000,9,9,2,2,2,4,3,4,2,3,10,3,1,2,2,Không
NV20261062,35,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,THPT,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Không công tác,Không,17800000,10,17,4,5,1,4,3,3,7,2,10,1,1,1,1,Không
NV20261063,44,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Marketing,Chuyên viên nội dung,3,Ít,Không,30100000,11,13,4,5,4,2,3,4,3,3,23,6,3,4,2,Không
NV20261064,45,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Trưởng nhóm kỹ thuật,2,Ít,Không,26700000,5,8,4,5,1,3,3,4,4,2,24,2,1,1,2,Không
NV20261065,33,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Marketing,Chuyên viên marketing,3,Ít,Không,23800000,7,10,4,4,2,2,4,4,3,2,11,4,2,2,2,Có
NV20261066,27,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Tài chính,Marketing,Chuyên viên nội dung,1,Ít,Không,10400000,8,3,3,5,5,3,3,4,5,2,0,0,0,0,0,Không
NV20261067,34,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Cao đẳng,Kỹ thuật,Marketing,Trưởng nhóm marketing,3,Không công tác,Không,22000000,4,12,3,5,2,4,3,4,8,1,16,5,4,2,3,Không
NV20261068,33,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Tiến sĩ,Marketing,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Có,13800000,14,10,3,5,4,2,4,5,5,3,2,2,1,1,2,Có
NV20261069,32,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Kế toán viên,4,Không công tác,Không,26600000,8,6,4,3,3,3,4,4,4,3,11,8,6,6,6,Không
NV20261070,28,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Nhân sự,Trưởng nhóm nhân sự,1,Không công tác,Có,12400000,10,7,1,3,4,3,3,4,5,1,1,1,1,1,1,Không
NV20261071,29,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Tài chính,Marketing,Chuyên viên nội dung,1,Thường xuyên,Có,12200000,9,13,2,5,2,3,1,4,3,4,1,1,0,1,1,Không
NV20261072,39,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Kỹ thuật,Nghiên cứu và Phát triển,Chuyên viên R&D,3,Ít,Không,27800000,15,1,1,2,5,3,4,3,5,4,14,6,4,2,4,Không
NV20261073,20,Nữ,Độc thân,Hải Phòng,Thử việc,Đại học,Khác,Kinh doanh,Nhân viên kinh doanh,1,Không công tác,Không,12100000,13,5,4,5,3,5,4,3,4,1,0,0,0,0,0,Không
NV20261074,43,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,2,Không công tác,Không,21900000,11,10,5,4,4,2,5,3,2,3,19,3,2,2,1,Có
NV20261075,27,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Marketing,Chuyên viên marketing,2,Ít,Có,17000000,6,6,5,3,3,5,3,2,4,1,3,3,2,2,2,Không
NV20261076,35,Nữ,Ly hôn,Đà Nẵng,Toàn thời gian,Đại học,Marketing,Tài chính - Kế toán,Kế toán viên,4,Ít,Không,29200000,7,6,4,2,1,4,3,3,2,3,15,9,5,6,3,Không
NV20261077,25,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Marketing,Chuyên viên marketing,1,Ít,Không,14900000,8,15,5,5,2,4,4,4,3,2,0,0,0,0,0,Không
NV20261078,30,Nam,Độc thân,Cần Thơ,Toàn thời gian,Cao đẳng,Kinh tế,Kinh doanh,Nhân viên kinh doanh,2,Không công tác,Không,19500000,9,3,4,1,3,5,4,4,4,2,8,3,2,2,3,Có
NV20261079,26,Nữ,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kinh tế,Công nghệ thông tin,Lập trình viên,2,Thường xuyên,Không,18300000,12,7,2,3,4,4,4,4,4,1,6,2,1,2,1,Không
NV20261080,25,Nam,Độc thân,Đà Nẵng,Toàn thời gian,Cao đẳng,Tài chính,Kinh doanh,Quản lý kinh doanh,2,Ít,Không,14400000,9,3,3,5,4,3,5,2,4,2,2,2,1,1,1,Không
NV20261081,30,Nam,Ly hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Không,24100000,10,10,4,3,3,4,4,4,4,1,9,5,4,2,4,Không
NV20261082,37,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,Đại học,Kỹ thuật,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,4,Không công tác,Không,25500000,11,5,2,4,3,5,5,3,3,5,10,10,6,7,6,Không
NV20261083,30,Nam,Ly hôn,Cần Thơ,Thử việc,Đại học,Tài chính,Vận hành,Trưởng nhóm vận hành,3,Ít,Không,23500000,11,9,2,4,5,4,4,2,5,2,12,4,2,3,4,Không
NV20261084,27,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Tài chính - Kế toán,Kế toán viên,2,Thường xuyên,Không,20600000,6,6,3,4,5,1,3,5,3,2,9,3,2,1,2,Có
NV20261085,31,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Công nghệ thông tin,Kỹ sư kiểm thử,3,Ít,Không,25100000,9,6,1,1,3,3,4,3,2,4,8,7,4,4,3,Có
NV20261086,33,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Thạc sĩ,Nhân sự,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Không công tác,Không,16700000,11,6,3,3,3,2,2,4,1,2,11,1,1,0,1,Có
NV20261087,27,Nữ,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Không,15700000,9,6,3,2,5,3,5,4,2,2,2,2,1,1,1,Có
NV20261088,24,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Marketing,Chuyên viên marketing,1,Không công tác,Không,12500000,5,12,3,5,4,4,2,3,2,4,0,0,0,0,0,Không
NV20261089,20,Nam,Độc thân,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,1,Ít,Có,13200000,7,3,2,3,4,4,4,1,3,2,2,0,0,0,0,Có
NV20261090,39,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,Cao đẳng,Khác,Nhân sự,Chuyên viên nhân sự,1,Không công tác,Có,21200000,14,4,3,4,4,3,5,3,2,3,13,1,1,0,1,Không
NV20261091,32,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Kinh tế,Marketing,Trưởng nhóm marketing,2,Ít,Không,15800000,13,1,1,2,3,2,3,5,3,0,8,2,2,1,1,Không
NV20261092,24,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Vận hành,Trưởng nhóm vận hành,2,Không công tác,Không,17900000,7,14,4,1,4,4,5,3,3,1,2,2,1,1,2,Không
NV20261093,31,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Khác,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Thường xuyên,Không,16700000,5,4,5,4,3,3,4,3,2,0,6,3,2,2,2,Không
NV20261094,20,Nam,Đã kết hôn,Hà Nội,Thử việc,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Kỹ sư R&D,1,Ít,Không,12500000,8,16,3,3,3,5,3,3,2,0,2,0,0,0,0,Không
NV20261095,35,Nam,Độc thân,Hải Phòng,Toàn thời gian,Thạc sĩ,Khác,Kinh doanh,Nhân viên kinh doanh,4,Thường xuyên,Không,29500000,13,3,4,4,1,3,4,2,5,2,13,10,5,5,6,Không
NV20261096,23,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Tài chính,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Ít,Có,11100000,8,20,2,5,3,3,2,3,4,5,1,1,0,1,0,Có
NV20261097,26,Nam,Đã kết hôn,Hải Phòng,Thử việc,Thạc sĩ,Kỹ thuật,Công nghệ thông tin,Lập trình viên,3,Không công tác,Không,19500000,12,5,5,3,3,4,5,4,5,4,4,4,2,2,3,Không
NV20261098,36,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,THPT,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Có,23300000,7,12,4,4,4,5,3,4,2,4,18,3,1,2,1,Không
NV20261099,39,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Kinh doanh,Quản lý kinh doanh,3,Không công tác,Có,25700000,7,5,2,4,4,4,3,2,3,0,16,7,4,2,6,Không
NV20261100,30,Nữ,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Vận hành,Nhân viên vận hành,1,Ít,Không,15600000,9,2,3,4,1,3,3,4,1,2,2,0,0,0,0,Có
NV20261101,38,Nữ,Độc thân,TP. Hồ Chí Minh,Thử việc,Đại học,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,2,Thường xuyên,Không,20800000,9,6,3,4,4,5,4,4,1,1,8,2,2,2,1,Không
NV20261102,37,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Khác,Kinh doanh,Nhân viên kinh doanh,2,Ít,Không,23800000,12,4,5,4,3,2,4,4,4,1,19,2,1,1,1,Không
NV20261103,32,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Kinh tế,Kinh doanh,Nhân viên kinh doanh,4,Ít,Không,27900000,7,7,3,3,3,4,3,2,4,1,9,8,4,4,3,Không
NV20261104,26,Nữ,Độc thân,Bình Dương,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Vận hành,Nhân viên vận hành,1,Ít,Không,13200000,9,11,3,5,5,3,3,5,5,2,0,0,0,0,0,Không
NV20261105,30,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Kỹ thuật,Marketing,Chuyên viên marketing,1,Ít,Không,9600000,8,7,5,4,3,5,4,5,1,3,0,0,0,0,0,Không
NV20261106,37,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Khác,Tài chính - Kế toán,Chuyên viên tài chính,3,Thường xuyên,Có,28700000,11,1,3,5,5,4,4,2,4,2,17,7,3,5,3,Không
NV20261107,28,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Marketing,Nghiên cứu và Phát triển,Kỹ sư R&D,1,Không công tác,Không,15800000,8,6,1,3,1,5,4,4,4,4,6,1,1,0,1,Không
NV20261108,26,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kỹ thuật,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Thường xuyên,Không,15200000,8,12,4,2,4,4,4,3,3,1,8,1,0,1,1,Không
NV20261109,35,Nữ,Đã kết hôn,Cần Thơ,Thử việc,THPT,Kỹ thuật,Marketing,Chuyên viên marketing,2,Ít,Không,22600000,6,5,3,5,4,3,2,4,5,1,17,2,1,1,2,Không
